currency,size_usdt,direct,lever,reduce_only
BTCUSDT,1000.0,LONG,2,
ETHUSDT,1000.0,LONG,2,
HYPEUSDT,1000.0,LONG,2,
BCHUSDT,200.0,SHORT,2,
XRPUSDT,200.0,SHORT,2,
LINKUSDT,200.0,SHORT,2,
ADAUSDT,200.0,SHORT,2,
DOGEUSDT,200.0,SHORT,2,
SOLUSDT,200.0,SHORT,2,
AVAXUSDT,200.0,SHORT,2,
SUIUSDT,200.0,SHORT,2,
1000PEPEUSDT,200.0,SHORT,2,
PAXGUSDT,200.0,SHORT,2,
ENSOUSDT,200.0,SHORT,2,
RIVERUSDT,200.0,SHORT,2,
KITEUSDT,200.0,SHORT,2,
POWERUSDT,200.0,SHORT,2,
ESPUSDT,200.0,SHORT,2,
